Numer systemowy kandydata;PESEL;Nazwisko;Imię;Telefon;E-mail;Ulica;Nr budynku;Nr mieszkania;Kod pocztowy;Imie;Miejscowość;Kod SIMC miejscowości;Gmina;Kod TERC gminy;Powiat;Kod TERC powiatu;Województwo;Kod TERC województwa;Imię i nazwisko matki;Telefon matki;E-mail matki;Ulica matki;Nr budynku matki;Nr mieszkania matki;Kod pocztowy matki;Dzielnica matki;Miejscowość matki;Kod SIMC miejscowości matki;Gmina matki;Kod TERC gminy matki;Powiat matki;Kod TERC powiatu matki;Województwo matki;Kod TERC województwa matki;Imię i nazwisko ojca;Telefon ojca;E-mail ojca;Ulica ojca;Nr budynku ojca;Nr mieszkania ojca;Kod pocztowy ojca;Dzielnica ojca;Miejscowość ojca;Kod SIMC miejscowości ojca;Gmina ojca;Kod TERC gminy ojca;Powiat ojca;Kod TERC powiatu ojca;Województwo ojca;Kod TERC województwa ojca;Rodzaj rejestracji;Orzeczenie o potrzebie kształcenia specjalnego;Orzeczenie o niepełnosprawności;Planowany rok ukończenia gimnazjum;Numer systemowy gimnazjum macierzystego;Gimnazjum aktywne;Nazwa gimnazjum macierzystego;Adres gimnazjum spoza listy;Ulica gimnazjum macierzystego;Nr budynku gimnazjum macierzystego;Kod pocztowy gimnazjum macierzystego;Dzielnica gimnazjum macierzystego;Miejscowość gimnazjum macierzystego;Kod SIMC miejscowości gimnazjum macierzystego;Gmina gimnazjum macierzystego;Kod TERC gminy gimnazjum macierzystego;Powiat gimnazjum macierzystego;Kod TERC powiatu gimnazjum macierzystego;Województwo gimnazjum macierzystego;Kod TERC województwa gimnazjum macierzystego;Numer systemowy organu prowadzącego gimnazjum macierzyste;Nazwa organu prowadzącego gimnazjum macierzyste;Liczba wybranych szkół;Liczba wybranych oddziałów;Stan weryfikacji podania;Stan weryfikacji osiągnięć;Średnia liczba punktów dla wszystkich preferencji;Nazwa szkoły, w której kandydat został zakwalifikowany;Typ szkoły, w której kandydat został zakwalifikowany;Ulica szkoły, w której kandydat został zakwalifikowany;Nr budynku szkoły, w której kandydat został zakwalifikowany;Kod pocztowy szkoły, w której kandydat został zakwalifikowany;Dzielnica szkoły, w której kandydat został zakwalifikowany;Miejscowość szkoły, w której kandydat został zakwalifikowany;Kod SIMC miejscowości szkoły, w której kandydat został zakwalifikowany;Gmina szkoły, w której kandydat został zakwalifikowany;Kod TERC gminy szkoły, w której kandydat został zakwalifikowany;Powiat szkoły, w której kandydat został zakwalifikowany;Kod TERC powiatu szkoły, w której kandydat został zakwalifikowany;Województwo szkoły, w której kandydat został zakwalifikowany;Kod TERC województwa szkoły, w której kandydat został zakwalifikowany;Numer systemowy oddziału, w którym kandydat został zakwalifikowany;(Symbol) Nazwa oddziału, w którym kandydat został zakwalifikowany;Liczba punktów z jaką kandydat został zakwalifikowany;Numer systemowy organu prowadzącego szkołę przyjęcia;Nazwa organu prowadzącego szkołę przyjęcia;Nazwa szkoły, w której kandydat został przyjęty;Typ szkoły, w której kandydat został przyjęty;Ulica szkoły, w której kandydat został przyjęty;Nr budynku szkoły, w której kandydat został przyjęty;Kod pocztowy szkoły, w której kandydat został przyjęty;Dzielnica szkoły, w której kandydat został przyjęty;Miejscowość szkoły, w której kandydat został przyjęty;Kod SIMC miejscowości szkoły, w której kandydat został przyjęty;Gmina szkoły, w której kandydat został przyjęty;Kod TERC gminy szkoły, w której kandydat został przyjęty;Powiat szkoły, w której kandydat został przyjęty;Kod TERC powiatu szkoły, w której kandydat został przyjęty;Województwo szkoły, w której kandydat został przyjęty;Kod TERC województwa szkoły, w której kandydat został przyjęty;Numer systemowy oddziału, w którym kandydat został przyjęty;(Symbol) Nazwa oddziału, w którym kandydat został przyjęty;Nazwa zawodu;Liczba punktów z jaką kandydat został przyjęty;Tryb przyjęcia;Inny powód przyjęcia;Identyfikator szkoły źródłowej;polski;angielski;niemiecki;francuski;wloski;hiszpanski;rosyjski;matematyka;fizyka;informatyka;historia;biologia;chemia;geografia;wos;zajęcia techniczne;zajęcia artystyczne;edukacja dla bezpieczeństwa;plastyka;muzyka;wf;religia/etyka;zachowanie;Świadectwo z wyróżnieniem;Wynik egzaminu gimnazjalnego z języka polskiego;Wynik egzaminu gimnazjalnego z matematyki;Wynik egzaminu gimnazjalnego z historii i wosu;Wynik egzaminu gimnazjalnego z przedmiotów przyrodniczych;Wynik egzaminu gimnazjalnego z języka obcego na poziomie podstawowym;Wynik egzaminu gimnazjalnego z języka obcego na poziomie rozszerzonym;Status olimpijczyka;Status laureata
15523;66666666666;Bomba;Cezary;666666666;null;ulica1;16B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;16B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;16B;;98-220;brak;Opiesin;721917;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;206;nie;Publiczne Gimnazjum nr 5 w Zduńskiej Woli;;ul.Wileńska;3;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;4;podanie zaakceptowane;osiągnięcia zaakceptowane;130,5;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);131;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;131;Przyjęcie w ramach przydziału;;;5;6;5;null;null;null;null;5;5;5;4;4;4;4;4;5;4;4;5;5;5;5;6;nie;63;86;69;54;98;88;nie;nie
14756;66666666666;Czarnek;Patryk Mariusz;666666666;null;ulica1;65;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;65;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;65;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;153;nie;Publiczne Gimnazjum Nr 3 (Sieradz);;Broniewskiego;30;98-200;brak;Sieradz;976050;Sieradz;1014011;sieradzki;1014;ŁÓDZKIE;10;18;Starostwo Powiatowe w Sieradzu;2;5;podanie zaakceptowane;osiągnięcia zaakceptowane;127,8;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);129.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;129.4;Przyjęcie w ramach przydziału;;;4;4;3;null;null;null;null;5;5;5;4;4;3;5;5;4;5;4;5;5;5;4;6;nie;72;79;94;82;70;60;nie;nie
16442;66666666666;Opora;Kinga;666666666;null;ulica1;6;27;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;6;27;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;6;27;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;203;nie;Publiczne Gimnazjum nr 2 w Zduńskiej Woli;;Łaska;84;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;4;podanie zaakceptowane;osiągnięcia zaakceptowane;128,9;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);129.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;129.4;Przyjęcie w ramach przydziału;;;4;4;3;null;null;null;null;4;4;5;3;3;4;4;3;4;6;5;5;5;5;4;5;nie;69;97;72;64;90;68;nie;nie
22116;66666666666;Tosik;Michał Jakub;666666666;null;ulica1;23;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;23;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;23;;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;202;nie;Publiczne Gimnazjum nr 1 w Zduńskiej Woli;;ul.Parkowa;5;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;4;podanie zaakceptowane;osiągnięcia zaakceptowane;128,9;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);129.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;129.4;Przyjęcie w ramach przydziału;;;4;5;null;null;null;null;4;5;4;5;4;4;4;3;4;4;5;5;6;5;6;6;6;nie;91;72;63;68;98;95;nie;nie
5358;66666666666;Krak;Krystian Mateusz;666666666;null;ulica1;6;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;6;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;6;;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;301;tak;Publiczne Gimnazjum nr 2 w Łasku;;Berlinga;1;98-100;brak;Łask;976296;Łask;1003024;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;2;podanie zaakceptowane;osiągnięcia zaakceptowane;130;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);129;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;129;Przyjęcie w ramach przydziału;;;4;5;6;null;null;null;null;5;5;5;4;3;5;5;5;6;6;5;5;5;5;6;5;tak;69;45;63;75;98;83;nie;nie
5348;66666666666;Tomczyk;Kacper Jan;666666666;null;ulica1;5;;98-160;brak;Zamość;712522;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;imie matki;;;ulica1;5;;98-160;brak;Zamość;712522;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;imie ojca;;;ulica1;5;;98-160;brak;Zamość;712522;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;304;tak;Publiczne Gimnazjum nr 1 w Sędziejowicach;;Powstańców 1863 r.;6;98-160;brak;Sędziejowice;712410;Sędziejowice;1003032;łaski;1003;ŁÓDZKIE;10;25;Powiat Łaski;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;128,2666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);127.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;127.6;Przyjęcie w ramach przydziału;;;4;6;4;null;null;null;null;4;4;5;5;3;5;5;5;5;6;3;4;4;5;4;6;nie;88;55;81;71;98;93;nie;nie
18198;66666666666;Herman;Bartosz;666666666;null;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;Gimnazjum spoza listy;nie;Gimnazjum Społecznego Stowarzyszenia Oświatowego w Prusinowicach ;Prusinowice 49, 98-240 Szadek;;;;;;;;;;;;;;;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;126;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);126;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;126;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;4;4;5;5;4;4;4;5;6;6;5;5;6;6;5;6;tak;75;69;97;61;63;50;nie;nie
17314;66666666666;Klimaszewski;Karol Piotr;666666666;null;ulica1;130;;98-220;brak;Wojsławice;722058;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;130;;98-220;brak;Wojsławice;722058;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;130;;98-220;brak;Wojsławice;722058;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;207;nie;Publiczne Gimnazjum w Wojsławicach;;;118;98-220;brak;Wojsławice;722058;Zduńska Wola;1019042;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;4;podanie zaakceptowane;osiągnięcia zaakceptowane;125,1;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);125.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;125.6;Przyjęcie w ramach przydziału;;;5;4;null;null;null;null;5;5;5;6;6;5;5;5;5;6;6;6;5;5;6;6;6;tak;66;59;84;54;60;30;nie;nie
15802;66666666666;Rychlik;Konrad;666666666;null;ulica1;46;60;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;46;60;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;46;60;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;202;nie;Publiczne Gimnazjum nr 1 w Zduńskiej Woli;;ul.Parkowa;5;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;5;podanie zaakceptowane;osiągnięcia zaakceptowane;122;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);124;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;124;Przyjęcie w ramach przydziału;;;4;5;2;null;null;null;null;4;4;6;3;4;3;3;4;3;5;4;3;4;4;5;5;nie;75;62;75;75;93;85;nie;nie
16350;66666666666;Szymczak;Hubert Maciej;666666666;null;ulica1;17;9;98-240;brak;Szadek;714930;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;17;;98-240;brak;Szadek;714930;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;17;;98-240;brak;Szadek;714930;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;2015;210;nie;Gimnazjum w Szadku;;ul.Prusinowska;4;98-240;brak;Szadek;714930;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;3;3;podanie zaakceptowane;osiągnięcia zaakceptowane;115,4666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);120.8;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;120.8;Przyjęcie w ramach przydziału;;;4;3;null;null;null;null;2;4;4;6;3;3;3;3;3;5;5;4;5;5;5;5;5;nie;63;59;84;68;90;53;nie;nie
20044;66666666666;Tomczyk;Maksymilian;666666666;null;ulica1;8;48;95-200;brak;Pabianice;959079;Pabianice;1008021;pabianicki;1008;ŁÓDZKIE;10;imie matki;;;ulica1;8;48;95-200;brak;Pabianice;959079;Pabianice;1008021;pabianicki;1008;ŁÓDZKIE;10;imie ojca;;;ulica1;8;48;95-200;brak;Pabianice;959079;Pabianice;1008021;pabianicki;1008;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;Gimnazjum spoza listy;nie;Gimnazjum i Liceum Ogólnokształcące im.św.Wincentego a Paulo;95-200 Pabianice ul. Zamkowa 39;;;;;;;;;;;;;;;3;10;podanie zaakceptowane;osiągnięcia zaakceptowane;120,4;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);120.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;120.4;Przyjęcie w ramach przydziału;;;4;4;3;null;null;null;null;3;3;5;3;3;4;3;3;4;3;4;5;5;4;4;4;nie;84;76;84;68;100;93;nie;nie
17319;66666666666;Morozewicz;Paweł Maciej;666666666;null;ulica1;27;5;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;27;5;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;27;5;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;203;nie;Publiczne Gimnazjum nr 2 w Zduńskiej Woli;;Łaska;84;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;22;Starostwo Powiatowe w Zduńskiej Woli;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;118,8666667;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);120.2;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;120.2;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;4;5;5;5;4;4;4;4;4;5;4;4;3;6;5;6;nie;66;55;78;57;95;73;nie;nie
11353;66666666666;Ciszewski;Tomasz Michał;666666666;null;ulica1;138;;98-313;brak;Rychłocice;705210;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;imie matki;;;ulica1;138;;98-313;brak;Rychłocice;705210;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;imie ojca;;;ulica1;138;;98-313;brak;Rychłocice;705210;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;119;tak;Gimnazjum Konopnica(Wieluń);;Szkolna;18;98-313;brak;Konopnica;705137;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;14;Starostwo Powiatowe w Wieluniu;3;4;podanie zaakceptowane;osiągnięcia zaakceptowane;120,6;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);119.6;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;119.6;Przyjęcie w ramach przydziału;;;4;5;3;null;null;null;null;4;4;5;5;4;4;4;4;5;5;5;5;3;6;5;6;nie;69;62;75;57;95;78;nie;nie
18200;66666666666;Herman;Jakub;666666666;null;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie matki;;;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;imie ojca;;;ulica1;51;;98-240;brak;Prusinowice;714573;Szadek;1019025;zduńskowolski;1019;ŁÓDZKIE;10;Rejestracja samodzielna;nie;nie;brak danych;Gimnazjum spoza listy;nie;Gimnazjum Społecznego Stowarzyszenia Oświatowego w Prusinowicach;Prusinowice 49, 98-240 Szadek;;;;;;;;;;;;;;;2;3;podanie zaakceptowane;osiągnięcia zaakceptowane;118,4;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);118.4;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;118.4;Przyjęcie w ramach przydziału;;;4;4;4;null;null;null;null;4;4;5;4;4;4;4;5;6;6;5;5;6;6;6;6;tak;69;52;69;64;73;58;nie;nie
11331;66666666666;Marszał;Jakub;666666666;null;ulica1;29;;98-313;brak;Piaski;705203;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;imie matki;;;ulica1;29;;98-313;brak;Piaski;705203;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;imie ojca;;;ulica1;29;;98-313;brak;Piaski;705203;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;Rejestrowany przez gimnazjum;nie;nie;2015;119;tak;Gimnazjum Konopnica(Wieluń);;Szkolna;18;98-313;brak;Konopnica;705137;Konopnica;1017032;wieluński;1017;ŁÓDZKIE;10;14;Starostwo Powiatowe w Wieluniu;3;5;podanie zaakceptowane;osiągnięcia zaakceptowane;119,2;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);118;22;Starostwo Powiatowe w Zduńskiej Woli;Technikum nr 2 (ZSE) w Zduńskiej Woli;technikum;ul. Łaska;61;98-220;brak;Zduńska Wola;976675;Zduńska Wola;1019011;zduńskowolski;1019;ŁÓDZKIE;10;322;(1(a+b)TI) Technik informatyk (ang*-niem*);Technik informatyk;118;Przyjęcie w ramach przydziału;;;4;5;3;null;null;null;null;4;4;4;4;4;2;3;3;4;4;4;4;4;null;5;3;nie;84;72;72;54;88;78;nie;nie
